Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],NODC Accession Number,WOD Cruise Identifier,WOD Unique Cast,Platform,Project,Originator's Cruise,Originator's Station,Originator's Station Number,Investigator,Institution,Source,Instruments,Methods,pH Scale,Depth Correction Info,Depth [m],Temperature [degrees_C],Salinity [psu],Oxygen [~$m~#mol/kg],Phosphate,Silicate,Nitrate,Nitrite [~$m~#mol/kg],pH,Chlorophyll [~$m~#g/l],Plankton/Biomass,Alkalinity [meq/l],NO2+NO3 [~$m~#mol/kg],pCO~_2 [~$m~#atm],tCO2,Tritium [TU],Helium [nmol/kg],~$d~#~^3He [%],~$D~#~^1~^4C [~%],~$d~#~^1~^3C [~%],Argon [nmol/kg],Neon [nmol/kg],CFC11 [pmol/kg],CFC12 [pmol/kg],CFC113 [pmol/kg],~$d~#~^1~^8O [~%],Transmissivity [m~^-~^1],SA,CT,pdens,CT_resid,SA_resid,Phosphate_resid,Nitrate_resid,Silicate_resid,tCO2_resid,13CW_frac_total,NEPIW_frac_total,AAIW_frac_total,13CW_frac,NEPIW_frac,AAIW_frac,aerobic_remin,anaerobic_remin,Nitrate_to_aerobic_remin_ratio,Phosphate_to_aerobic_remin_ratio,Silicate_to_aerobic_remin_ratio,tCO2_to_aerobic_remin_ratio,Nitrate_to_anaerobic_remin_ratio,Phosphate_to_anaerobic_remin_ratio,Silicate_to_anaerobic_remin_ratio,tCO2_to_anaerobic_remin_ratio
WOD_UNITED STATES,7550776,B,1994-04-15T23:19,-110.3333,3.0,3770.0,,US013600,7550776,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,395.72,9.6141,34.6866,9.6,2.68,38.13,35.71,,7.42,,,2.3606,,1686.8,2225.683916739955,,,,,,,,0.065,0.036,,,,34.854243,9.56422,26.785512,-0.17021868620839875,-0.03165412583147997,-0.35817752025508387,-5.8300179233572536,0.07968645079211001,0.8386437861850027,0.49035549667406114,0.0,0.5096445033259388,0.49035549667406114,0.0,0.5096445033259388,-0.4872433533814664,0.0,15.716690570469432,1.0,32.60028684563314,109.44460380312952,,,,
WOD_UNITED STATES,7550776,B,1994-04-15T23:19,-110.3333,3.0,3770.0,,US013600,7550776,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,395.72,9.6141,34.6866,9.6,2.68,38.13,35.71,,7.42,,,2.3606,,1686.8,2225.683916739955,,,,,,,,0.065,0.036,,,,34.854243,9.56422,26.785512,-0.17021868620839875,-0.03165412583147997,-0.35817752025508387,-5.8300179233572536,0.07968645079211001,0.8386437861850027,0.49035549667406114,0.0,0.5096445033259388,0.49035549667406114,0.0,0.5096445033259388,-0.4872433533814664,0.0,15.716690570469432,1.0,32.60028684563314,109.44460380312952,,,,
WOD_UNITED STATES,7550784,B,1994-04-16T12:12,-110.33481,4.002,3868.0,,US013600,7550784,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,495.45,8.4277,34.643299,8.0,2.88,46.12,38.79,,7.39,,,2.3637,,1810.0,2283.4766405296136,0.03,1.7743,7.42,-117.9,-0.1,,,0.02,0.008,,,,34.811826,8.37129,26.942846,0.0739216289898561,-0.052633885705787975,-0.07080881151728935,-0.8322818813658373,0.5597396021991514,0.06433251348744307,1.1966304496396284e-16,0.7399014286776282,0.26009857132237174,1.1966304496396284e-16,0.7399014286776282,0.26009857132237174,-0.0020699257371595754,0.0,16.999999999975824,1.0,47.99999999970991,117.99999999983883,,,,
WOD_UNITED STATES,7550784,B,1994-04-16T12:12,-110.33481,4.002,3868.0,,US013600,7550784,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,495.45,8.4277,34.643299,8.0,2.88,46.12,38.79,,7.39,,,2.3637,,1810.0,2283.4766405296136,0.03,1.7743,7.42,-117.9,-0.1,,,0.02,0.008,,,,34.811826,8.37129,26.942846,0.0739216289898561,-0.052633885705787975,-0.07080881151728935,-0.8322818813658373,0.5597396021991514,0.06433251348744307,1.1966304496396284e-16,0.7399014286776282,0.26009857132237174,1.1966304496396284e-16,0.7399014286776282,0.26009857132237174,-0.0020699257371595754,0.0,16.999999999975824,1.0,47.99999999970991,117.99999999983883,,,,
WOD_UNITED STATES,7550792,B,1994-04-17T01:45,-110.33499,4.995,4219.0,,US013600,7550792,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,198.5,11.602,34.734001,30.1,2.4,28.48,32.06,,7.51,,,2.3534,,1314.9,2228.9054704297114,,,,,,,,0.324,0.179,,,,34.900643,11.57128,26.467937,-0.06868098858916483,-0.011156990754734863,-0.08081761382981911,-2.376584591577128,0.03605278792434419,0.34026393438898594,0.7579440369810704,0.0,0.2420559630189296,0.7579440369810704,0.0,0.2420559630189296,-0.2383502190676131,0.0,16.326535881150512,0.9999999999999999,39.91843057380614,113.51023920767007,,,,
WOD_UNITED STATES,7550792,B,1994-04-17T01:45,-110.33499,4.995,4219.0,,US013600,7550792,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,496.43,8.2981,34.628399,4.6,2.97,46.77,39.2,,7.38,,,2.3688,,1857.6,2288.522084775145,,,,,,,,0.016,0.005,,,,34.797023,8.24233,26.950981,0.19238839908840433,-0.03804394621140972,-0.10963360144284717,-0.5182342698257472,0.7108287640301683,0.0547905009502756,1.0851874604708731e-18,0.7372381723574629,0.262761827642537,1.0851874604708731e-18,0.7372381723574629,0.262761827642537,0.04745406541878007,0.0,14.0,1.0,12.0,98.0,,,,
WOD_UNITED STATES,7550792,B,1994-04-17T01:45,-110.33499,4.995,4219.0,,US013600,7550792,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,597.3,7.1919,34.5877,6.9,3.13,55.72,41.99,,7.36,,,2.3811,,1947.4,2301.472020355333,,,,,,,,0.3,0.003,,,,34.757125,7.13089,27.081789,0.5244326995774236,-0.01397123960249047,-0.12130463095579636,-1.1287642759649756,1.894553158694265,0.10604056955753549,2.3399052458147685e-18,0.5394220049688889,0.4605779950311111,2.3399052458147685e-18,0.5394220049688889,0.4605779950311111,0.07313701212491477,0.0,14.0,1.0,12.0,98.0,,,,
WOD_UNITED STATES,7550792,B,1994-04-17T01:45,-110.33499,4.995,4219.0,,US013600,7550792,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,198.5,11.602,34.734001,30.1,2.4,28.48,32.06,,7.51,,,2.3534,,1314.9,2228.9054704297114,,,,,,,,0.324,0.179,,,,34.900643,11.57128,26.467937,-0.06868098858916483,-0.011156990754734863,-0.08081761382981911,-2.376584591577128,0.03605278792434419,0.34026393438898594,0.7579440369810704,0.0,0.2420559630189296,0.7579440369810704,0.0,0.2420559630189296,-0.2383502190676131,0.0,16.326535881150512,0.9999999999999999,39.91843057380614,113.51023920767007,,,,
WOD_UNITED STATES,7550792,B,1994-04-17T01:45,-110.33499,4.995,4219.0,,US013600,7550792,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,496.43,8.2981,34.628399,4.6,2.97,46.77,39.2,,7.38,,,2.3688,,1857.6,2288.522084775145,,,,,,,,0.016,0.005,,,,34.797023,8.24233,26.950981,0.19238839908840433,-0.03804394621140972,-0.10963360144284717,-0.5182342698257472,0.7108287640301683,0.0547905009502756,1.0851874604708731e-18,0.7372381723574629,0.262761827642537,1.0851874604708731e-18,0.7372381723574629,0.262761827642537,0.04745406541878007,0.0,14.0,1.0,12.0,98.0,,,,
WOD_UNITED STATES,7550792,B,1994-04-17T01:45,-110.33499,4.995,4219.0,,US013600,7550792,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,597.3,7.1919,34.5877,6.9,3.13,55.72,41.99,,7.36,,,2.3811,,1947.4,2301.472020355333,,,,,,,,0.3,0.003,,,,34.757125,7.13089,27.081789,0.5244326995774236,-0.01397123960249047,-0.12130463095579636,-1.1287642759649756,1.894553158694265,0.10604056955753549,2.3399052458147685e-18,0.5394220049688889,0.4605779950311111,2.3399052458147685e-18,0.5394220049688889,0.4605779950311111,0.07313701212491477,0.0,14.0,1.0,12.0,98.0,,,,
WOD_UNITED STATES,7550796,B,1994-04-17T07:57,-110.33499,5.5,3932.0,,US013600,7550796,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,397.1,9.2319,34.666302,11.9,2.71,40.22,36.49,,,,,2.3647,,1703.1,2269.0170956945203,,,,,,,,0.045,0.026,,,,34.834114,9.18337,26.832281,-0.013849217055712515,-0.04706750900984247,-0.03291886599797955,-0.7524015355417148,0.0972671608500093,0.09913294600755762,0.14608435382307983,0.6315675316798016,0.22234811449711847,0.14608435382307983,0.6315675316798016,0.22234811449711847,-0.06402770376280738,0.0,17.0,1.0,48.0,118.0,,,,
WOD_UNITED STATES,7550796,B,1994-04-17T07:57,-110.33499,5.5,3932.0,,US013600,7550796,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,498.41,8.0439,34.614201,2.9,3.05,51.89,38.26,,,,,2.379,,,2293.525232695365,,,,,,,,0.008,0.004,,,,34.782858,7.98914,26.978019,0.08069850245196708,-0.03128767507710961,-0.13186453645460716,0.003691298895489581,0.2657735204748306,-0.0056357503972321865,0.0,0.6446290615360317,0.3553709384639684,0.0,0.6446290615360317,0.3553709384639684,0.02419440616548608,0.023611075532245684,14.0,1.0,12.0,98.0,-40.0,1.0,15.0,98.0
